assembly_accession	bioproject	biosample	wgs_master	excluded_from_refseq	refseq_category	relation_to_type_material	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	local_filename
GCF_000815045.1	PRJNA224116	SAMN03251897			na		1280	1280	Staphylococcus aureus	strain=ATCC BAA1680		latest	Complete Genome	Major	Full	2015/01/06	ASM81504v1	Longhorn Vaccines & Diagnostics	GCA_000815045.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/815/045/GCF_000815045.1_ASM81504v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_000815045.1/GCF_000815045.1_ASM81504v1_genomic.gbff.gz
GCF_000815085.1	PRJNA224116	SAMN03251898			na		1280	1280	Staphylococcus aureus	strain=ATCC BAA1680		latest	Complete Genome	Major	Full	2015/01/06	ASM81508v1	Longhorn Vaccines & Diagnostics	GCA_000815085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/815/085/GCF_000815085.1_ASM81508v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_000815085.1/GCF_000815085.1_ASM81508v1_genomic.gbff.gz
GCF_000815125.1	PRJNA224116	SAMN03251894			na		1280	1280	Staphylococcus aureus	strain=ATCC BAA1680		latest	Complete Genome	Major	Full	2015/01/06	ASM81512v1	Longhorn Vaccines & Diagnostics	GCA_000815125.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/815/125/GCF_000815125.1_ASM81512v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_000815125.1/GCF_000815125.1_ASM81512v1_genomic.gbff.gz
GCF_000815165.1	PRJNA224116	SAMN03251899			na		1280	1280	Staphylococcus aureus	strain=ATCC BAA1680		latest	Complete Genome	Major	Full	2015/01/06	ASM81516v1	Longhorn Vaccines & Diagnostics	GCA_000815165.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/815/165/GCF_000815165.1_ASM81516v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_000815165.1/GCF_000815165.1_ASM81516v1_genomic.gbff.gz
GCF_000815205.1	PRJNA224116	SAMN03251895			na		1280	1280	Staphylococcus aureus	strain=ATCC BAA1680		latest	Complete Genome	Major	Full	2015/01/06	ASM81520v1	Longhorn Vaccines & Diagnostics	GCA_000815205.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/815/205/GCF_000815205.1_ASM81520v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_000815205.1/GCF_000815205.1_ASM81520v1_genomic.gbff.gz
GCF_000815245.1	PRJNA224116	SAMN03251896			na		1280	1280	Staphylococcus aureus	strain=ATCC BAA1680		latest	Complete Genome	Major	Full	2015/01/06	ASM81524v1	Longhorn Vaccines & Diagnostics	GCA_000815245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/815/245/GCF_000815245.1_ASM81524v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_000815245.1/GCF_000815245.1_ASM81524v1_genomic.gbff.gz
GCF_000828035.1	PRJNA224116	SAMN03268345			na		1343064	1280	Staphylococcus aureus subsp. aureus ST772-MRSA-V	strain=DAR4145		latest	Complete Genome	Major	Full	2015/01/20	ASM82803v1	Menzies School of Health Research	GCA_000828035.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/828/035/GCF_000828035.1_ASM82803v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_000828035.1/GCF_000828035.1_ASM82803v1_genomic.gbff.gz
GCF_000953255.1	PRJNA224116	SAMEA2743223			na		1280	1280	Staphylococcus aureus	strain=ILRI_Eymole1/1	Staphylococcus aureus isolate ILRI_Eymole1/1	latest	Complete Genome	Major	Full	2014/10/30	Staphylococcus_aureus_Sa_ILRI_217	SLU-GBC	GCA_000953255.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/953/255/GCF_000953255.1_Staphylococcus_aureus_Sa_ILRI_217	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_000953255.1/GCF_000953255.1_Staphylococcus_aureus_Sa_ILRI_217_genomic.gbff.gz
GCF_000967325.1	PRJNA224116	SAMEA3283121			na		1074919	1280	Staphylococcus aureus subsp. aureus ST228	strain=ST228	10388	latest	Complete Genome	Major	Full	2012/10/05	ASM96732v1	Swiss Institute of Bioinformatics - Vital-IT group	GCA_000967325.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/967/325/GCF_000967325.1_ASM96732v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_000967325.1/GCF_000967325.1_ASM96732v1_genomic.gbff.gz
GCF_000967345.1	PRJNA224116	SAMEA3283122			na		1074919	1280	Staphylococcus aureus subsp. aureus ST228	strain=ST228	10497	latest	Complete Genome	Major	Full	2012/10/05	ASM96734v1	Swiss Institute of Bioinformatics - Vital-IT group	GCA_000967345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/967/345/GCF_000967345.1_ASM96734v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_000967345.1/GCF_000967345.1_ASM96734v1_genomic.gbff.gz
GCF_000967365.1	PRJNA224116	SAMEA3283122			na		1074919	1280	Staphylococcus aureus subsp. aureus ST228	strain=ST228	10497	latest	Complete Genome	Major	Full	2012/10/05	ASM96736v1	Swiss Institute of Bioinformatics - Vital-IT group	GCA_000967365.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/967/365/GCF_000967365.1_ASM96736v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_000967365.1/GCF_000967365.1_ASM96736v1_genomic.gbff.gz
GCF_000967385.1	PRJNA224116	SAMEA3283124			na		1074919	1280	Staphylococcus aureus subsp. aureus ST228	strain=ST228	18341	latest	Complete Genome	Major	Full	2012/10/05	ASM96738v1	Swiss Institute of Bioinformatics - Vital-IT group	GCA_000967385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/967/385/GCF_000967385.1_ASM96738v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_000967385.1/GCF_000967385.1_ASM96738v1_genomic.gbff.gz
GCF_000967405.1	PRJNA224116	SAMEA3283125			na		1074919	1280	Staphylococcus aureus subsp. aureus ST228	strain=ST228	18412	latest	Complete Genome	Major	Full	2012/10/05	ASM96740v1	Swiss Institute of Bioinformatics - Vital-IT group	GCA_000967405.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/967/405/GCF_000967405.1_ASM96740v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_000967405.1/GCF_000967405.1_ASM96740v1_genomic.gbff.gz
GCF_000969225.1	PRJNA224116	SAMN03444404			na		1280	1280	Staphylococcus aureus	strain=FCFHV36		latest	Complete Genome	Major	Full	2015/04/06	ASM96922v1	Universidade de Sao Paulo	GCA_000969225.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/969/225/GCF_000969225.1_ASM96922v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_000969225.1/GCF_000969225.1_ASM96922v1_genomic.gbff.gz
GCF_001018645.2	PRJNA224116	SAMN03255442			na		1280	1280	Staphylococcus aureus	strain=FDAARGOS_2		latest	Complete Genome	Major	Full	2018/02/21	ASM101864v2	University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center	GCA_001018645.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/018/645/GCF_001018645.2_ASM101864v2	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_001018645.2/GCF_001018645.2_ASM101864v2_genomic.gbff.gz
GCF_001018655.2	PRJNA224116	SAMN03255445			na		1280	1280	Staphylococcus aureus	strain=FDAARGOS_6		latest	Complete Genome	Major	Full	2018/02/21	ASM101865v2	University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center	GCA_001018655.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/018/655/GCF_001018655.2_ASM101865v2	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_001018655.2/GCF_001018655.2_ASM101865v2_genomic.gbff.gz
GCF_001018685.2	PRJNA224116	SAMN03255444			na		1280	1280	Staphylococcus aureus	strain=FDAARGOS_4		latest	Complete Genome	Major	Full	2018/01/29	ASM101868v2	University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center	GCA_001018685.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/018/685/GCF_001018685.2_ASM101868v2	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_001018685.2/GCF_001018685.2_ASM101868v2_genomic.gbff.gz
GCF_001018725.2	PRJNA224116	SAMN03255449			na		1280	1280	Staphylococcus aureus	strain=FDAARGOS_10		latest	Complete Genome	Major	Full	2018/02/21	ASM101872v2	University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center	GCA_001018725.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/018/725/GCF_001018725.2_ASM101872v2	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_001018725.2/GCF_001018725.2_ASM101872v2_genomic.gbff.gz
GCF_001018735.2	PRJNA224116	SAMN03255451			na		1280	1280	Staphylococcus aureus	strain=FDAARGOS_12		latest	Complete Genome	Major	Full	2018/01/30	ASM101873v2	University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center	GCA_001018735.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/018/735/GCF_001018735.2_ASM101873v2	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_001018735.2/GCF_001018735.2_ASM101873v2_genomic.gbff.gz
GCF_001018775.2	PRJNA224116	SAMN03255453			na		1280	1280	Staphylococcus aureus	strain=FDAARGOS_14		latest	Complete Genome	Major	Full	2018/01/29	ASM101877v2	University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center	GCA_001018775.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/018/775/GCF_001018775.2_ASM101877v2	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_001018775.2/GCF_001018775.2_ASM101877v2_genomic.gbff.gz
GCF_001018805.1	PRJNA224116	SAMN03255454			na		1280	1280	Staphylococcus aureus	strain=FDAARGOS_15		latest	Complete Genome	Major	Full	2018/02/21	ASM101880v2	University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center	GCA_001018805.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/018/805/GCF_001018805.1_ASM101880v2	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_001018805.1/GCF_001018805.1_ASM101880v2_genomic.gbff.gz
GCF_001018835.2	PRJNA224116	SAMN03255458			na		1280	1280	Staphylococcus aureus	strain=FDAARGOS_19		latest	Complete Genome	Major	Full	2018/01/30	ASM101883v2	University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center	GCA_001018835.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/018/835/GCF_001018835.2_ASM101883v2	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_001018835.2/GCF_001018835.2_ASM101883v2_genomic.gbff.gz
GCF_001018845.2	PRJNA224116	SAMN03255460			na		1280	1280	Staphylococcus aureus	strain=FDAARGOS_21		latest	Complete Genome	Major	Full	2018/01/29	ASM101884v2	University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center	GCA_001018845.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/018/845/GCF_001018845.2_ASM101884v2	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_001018845.2/GCF_001018845.2_ASM101884v2_genomic.gbff.gz
GCF_001018915.2	PRJNA224116	SAMN03255466			na		1280	1280	Staphylococcus aureus	strain=FDAARGOS_27		latest	Complete Genome	Major	Full	2018/01/29	ASM101891v2	University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center	GCA_001018915.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/018/915/GCF_001018915.2_ASM101891v2	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_001018915.2/GCF_001018915.2_ASM101891v2_genomic.gbff.gz
GCF_001018975.2	PRJNA224116	SAMN03255469			na		1280	1280	Staphylococcus aureus	strain=FDAARGOS_30		latest	Complete Genome	Major	Full	2018/01/29	ASM101897v2	University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center	GCA_001018975.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/018/975/GCF_001018975.2_ASM101897v2	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_001018975.2/GCF_001018975.2_ASM101897v2_genomic.gbff.gz
GCF_001019125.2	PRJNA224116	SAMN03255482			na		1280	1280	Staphylococcus aureus	strain=FDAARGOS_43		latest	Complete Genome	Major	Full	2018/02/21	ASM101912v2	University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center	GCA_001019125.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/019/125/GCF_001019125.2_ASM101912v2	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_001019125.2/GCF_001019125.2_ASM101912v2_genomic.gbff.gz
GCF_001019205.2	PRJNA224116	SAMN03255487			na		1280	1280	Staphylococcus aureus	strain=FDAARGOS_48		latest	Complete Genome	Major	Full	2018/02/21	ASM101920v2	University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center	GCA_001019205.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/019/205/GCF_001019205.2_ASM101920v2	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_001019205.2/GCF_001019205.2_ASM101920v2_genomic.gbff.gz
GCF_001019255.2	PRJNA224116	SAMN03255441			na		1280	1280	Staphylococcus aureus	strain=FDAARGOS_1		latest	Complete Genome	Major	Full	2018/02/21	ASM101925v2	University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center	GCA_001019255.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/019/255/GCF_001019255.2_ASM101925v2	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_001019255.2/GCF_001019255.2_ASM101925v2_genomic.gbff.gz
GCF_001019275.2	PRJNA224116	SAMN03255446			na		1280	1280	Staphylococcus aureus	strain=FDAARGOS_7		latest	Complete Genome	Major	Full	2018/01/30	ASM101927v2	University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center	GCA_001019275.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/019/275/GCF_001019275.2_ASM101927v2	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_001019275.2/GCF_001019275.2_ASM101927v2_genomic.gbff.gz
GCF_001019305.2	PRJNA224116	SAMN03255448			na		1280	1280	Staphylococcus aureus	strain=FDAARGOS_9		latest	Complete Genome	Major	Full	2018/01/29	ASM101930v2	University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center	GCA_001019305.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/019/305/GCF_001019305.2_ASM101930v2	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_001019305.2/GCF_001019305.2_ASM101930v2_genomic.gbff.gz
GCF_001019395.2	PRJNA224116	SAMN03255459			na		1280	1280	Staphylococcus aureus	strain=FDAARGOS_20		latest	Complete Genome	Major	Full	2018/01/29	ASM101939v2	University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center	GCA_001019395.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/019/395/GCF_001019395.2_ASM101939v2	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_001019395.2/GCF_001019395.2_ASM101939v2_genomic.gbff.gz
GCF_001019415.2	PRJNA224116	SAMN03255463			na		1280	1280	Staphylococcus aureus	strain=FDAARGOS_24		latest	Complete Genome	Major	Full	2018/01/29	ASM101941v2	University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center	GCA_001019415.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/019/415/GCF_001019415.2_ASM101941v2	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_001019415.2/GCF_001019415.2_ASM101941v2_genomic.gbff.gz
GCF_001019435.2	PRJNA224116	SAMN03255464			na		1280	1280	Staphylococcus aureus	strain=FDAARGOS_25		latest	Complete Genome	Major	Full	2018/01/29	ASM101943v2	University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center	GCA_001019435.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/019/435/GCF_001019435.2_ASM101943v2	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_001019435.2/GCF_001019435.2_ASM101943v2_genomic.gbff.gz
GCF_001019485.2	PRJNA224116	SAMN03255474			na		1280	1280	Staphylococcus aureus	strain=FDAARGOS_35		latest	Complete Genome	Major	Full	2018/01/29	ASM101948v2	University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center	GCA_001019485.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/019/485/GCF_001019485.2_ASM101948v2	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_001019485.2/GCF_001019485.2_ASM101948v2_genomic.gbff.gz
GCF_001019495.2	PRJNA224116	SAMN03255479			na		1280	1280	Staphylococcus aureus	strain=FDAARGOS_40		latest	Complete Genome	Major	Full	2018/02/21	ASM101949v2	University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center	GCA_001019495.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/019/495/GCF_001019495.2_ASM101949v2	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_001019495.2/GCF_001019495.2_ASM101949v2_genomic.gbff.gz
GCF_001019535.2	PRJNA224116	SAMN03255481			na		1280	1280	Staphylococcus aureus	strain=FDAARGOS_42		latest	Complete Genome	Major	Full	2018/01/29	ASM101953v2	University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center	GCA_001019535.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/019/535/GCF_001019535.2_ASM101953v2	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_001019535.2/GCF_001019535.2_ASM101953v2_genomic.gbff.gz
GCF_001019575.2	PRJNA224116	SAMN03255486			na		1280	1280	Staphylococcus aureus	strain=FDAARGOS_47		latest	Complete Genome	Major	Full	2018/01/30	ASM101957v2	University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center	GCA_001019575.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/019/575/GCF_001019575.2_ASM101957v2	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_001019575.2/GCF_001019575.2_ASM101957v2_genomic.gbff.gz
GCF_001021875.1	PRJNA224116	SAMN02746692			na		1280	1280	Staphylococcus aureus	strain=M121		latest	Complete Genome	Major	Full	2015/06/08	ASM102187v1	Universidad El Bosque	GCA_001021875.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/021/875/GCF_001021875.1_ASM102187v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_001021875.1/GCF_001021875.1_ASM102187v1_genomic.gbff.gz
GCF_001021895.1	PRJNA224116	SAMN02767179			na		1280	1280	Staphylococcus aureus	strain=CA15		latest	Complete Genome	Major	Full	2015/06/08	ASM102189v1	South American MRSA Consortium	GCA_001021895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/021/895/GCF_001021895.1_ASM102189v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_001021895.1/GCF_001021895.1_ASM102189v1_genomic.gbff.gz
GCF_001027045.1	PRJNA224116	SAMN03699895			na		1280	1280	Staphylococcus aureus	strain=RKI4		latest	Complete Genome	Major	Full	2015/06/03	ASM102704v1	University of Zurich	GCA_001027045.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/027/045/GCF_001027045.1_ASM102704v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_001027045.1/GCF_001027045.1_ASM102704v1_genomic.gbff.gz
GCF_001027105.1	PRJNA224116	SAMN03651231			na	assembly from type material	1241616	1280	Staphylococcus aureus subsp. aureus DSM 20231	strain=DSM 20231		latest	Complete Genome	Major	Full	2015/06/03	ASM102710v1	Okinawa Institute of Advanced Sciences	GCA_001027105.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/027/105/GCF_001027105.1_ASM102710v1	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_001027105.1/GCF_001027105.1_ASM102710v1_genomic.gbff.gz
GCF_001045795.2	PRJNA224116	SAMN02767090			na		1280	1280	Staphylococcus aureus	strain=CA12		latest	Complete Genome	Major	Full	2015/10/23	ASM104579v2	South American MRSA Consortium	GCA_001045795.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/045/795/GCF_001045795.2_ASM104579v2	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_001045795.2/GCF_001045795.2_ASM104579v2_genomic.gbff.gz
GCF_001045995.2	PRJNA224116	SAMN02767311			na		1280	1280	Staphylococcus aureus	strain=HUV05		latest	Complete Genome	Major	Full	2015/10/23	ASM104599v2	South American MRSA Consortium	GCA_001045995.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/045/995/GCF_001045995.2_ASM104599v2	./datasets/species-specific/staphylococcus-aureus/annotation/genomes/refseq/bacteria/GCF_001045995.2/GCF_001045995.2_ASM104599v2_genomic.gbff.gz
